Timestamp,Your Phone,Your 4 digit ID,Quantity,Location,Measurement Value (db or lux)
2/19/2020 14:55:57,Android (all models),1112,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),72
2/19/2020 14:56:07,Android (all models),1112,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),69
2/19/2020 14:56:17,Android (all models),1112,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),71
2/19/2020 14:56:45,Android (all models),1112,"Sound pressure level, SPL(dBA)",breakfast table,38
2/19/2020 14:57:01,Android (all models),1112,"Sound pressure level, SPL(dBA)",breakfast table,35
2/19/2020 14:57:18,Android (all models),1112,"Sound pressure level, SPL(dBA)",breakfast table,36
2/19/2020 14:57:32,Android (all models),1112,"Sound pressure level, SPL(dBA)",Starbucks at a table,55
2/19/2020 14:57:44,Android (all models),1112,"Sound pressure level, SPL(dBA)",Starbucks at a table,55
2/19/2020 14:57:57,Android (all models),1112,"Sound pressure level, SPL(dBA)",Starbucks at a table,57
2/19/2020 14:58:08,Android (all models),1112,"Sound pressure level, SPL(dBA)",Starbucks at a table,54
2/19/2020 14:58:26,Android (all models),1112,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,60
2/19/2020 14:58:38,Android (all models),1112,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,59
2/19/2020 14:58:52,Android (all models),1112,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,62
2/19/2020 14:59:06,Android (all models),1112,"Sound pressure level, SPL(dBA)",In the car,49
2/19/2020 14:59:16,Android (all models),1112,"Sound pressure level, SPL(dBA)",In the car,52
2/19/2020 14:59:25,Android (all models),1112,"Sound pressure level, SPL(dBA)",In the car,55
2/20/2020 10:06:39,iPhone (all models),0289,Light Flux,your bed at night,13
2/20/2020 10:07:00,iPhone (all models),0289,Light Flux,breakfast table,89
2/20/2020 10:07:27,iPhone (all models),0289,Light Flux,Starbucks at a table,204
2/20/2020 10:07:41,iPhone (all models),0289,Light Flux,In class (on writing desk),229
2/20/2020 10:08:52,iPhone (all models),0289,Light Flux,Outdoors by GIX: Cloudy,476
2/20/2020 10:09:14,iPhone (all models),0289,Light Flux,In the car,94
2/20/2020 10:10:03,iPhone (all models),0289,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",277
2/20/2020 10:10:43,iPhone (all models),0289,"Sound pressure level, SPL(dBA)",your bed at night,29.3
2/20/2020 10:11:12,iPhone (all models),0289,"Sound pressure level, SPL(dBA)",breakfast table,44
2/20/2020 10:11:33,iPhone (all models),0289,"Sound pressure level, SPL(dBA)",Starbucks at a table,77
2/20/2020 10:11:55,iPhone (all models),0289,"Sound pressure level, SPL(dBA)",In class (on writing desk),58
2/20/2020 10:12:14,iPhone (all models),0289,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,54.3
2/20/2020 10:12:31,iPhone (all models),0289,"Sound pressure level, SPL(dBA)",In the car,65.4
2/20/2020 10:12:46,iPhone (all models),0289,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),44
2/20/2020 10:13:02,iPhone (all models),0289,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",82.3
2/20/2020 10:13:33,iPhone (all models),0289,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",89.4
2/20/2020 10:13:57,iPhone (all models),0289,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),77
2/20/2020 12:48:31,iPhone (all models),3341,"Sound pressure level, SPL(dBA)",your bed at night,38.2
2/20/2020 12:49:35,iPhone (all models),3341,"Sound pressure level, SPL(dBA)",Starbucks at a table,66.2
2/20/2020 12:50:12,iPhone (all models),3341,"Sound pressure level, SPL(dBA)",On a bus (Highway speed),76.1
2/20/2020 12:50:57,iPhone (all models),3341,"Sound pressure level, SPL(dBA)",In the car,31.2
2/20/2020 12:52:26,iPhone (all models),3341,"Sound pressure level, SPL(dBA)",In class (on writing desk),54.1
2/20/2020 12:52:33,iPhone (all models),3341,"Sound pressure level, SPL(dBA)",In class (on writing desk),54.1
2/20/2020 12:53:12,iPhone (all models),3341,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,70.2
2/23/2020 18:46:32,iPhone (all models),5247,Light Flux,breakfast table,110
2/23/2020 18:47:01,iPhone (all models),5247,Light Flux,In class (on writing desk),150
2/23/2020 18:47:24,iPhone (all models),5247,Light Flux,Outdoors by GIX: Sunny,3022
2/23/2020 18:49:44,iPhone (all models),5247,Light Flux,In the car,73
2/23/2020 18:50:32,iPhone (all models),5247,Light Flux,breakfast table,81
2/23/2020 18:53:30,iPhone (all models),5247,Light Flux,In class (on writing desk),198
3/2/2020 18:20:31,iPhone (all models),6286,Light Flux,breakfast table,211
3/2/2020 18:20:43,iPhone (all models),6286,Light Flux,In class (on writing desk),153
3/2/2020 22:56:40,Android (all models),6310,"Sound pressure level, SPL(dBA)",breakfast table,63
3/2/2020 22:56:54,Android (all models),6310,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,78
3/2/2020 22:57:08,Android (all models),6310,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),85
3/2/2020 22:57:23,Android (all models),6310,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",102
3/2/2020 22:57:35,Android (all models),6310,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",93
3/2/2020 22:57:46,Android (all models),6310,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),82
3/3/2020 1:37:54,Android (all models),8268,Light Flux,your bed at night,0.1
3/3/2020 1:38:04,Android (all models),8268,Light Flux,your bed at night,0.1
3/3/2020 2:11:03,Android (all models),3968,Light Flux,your bed at night,1
3/3/2020 2:11:13,Android (all models),3968,Light Flux,your bed at night,1
3/3/2020 2:12:30,Android (all models),3968,Light Flux,In class (on writing desk),530
3/3/2020 2:13:12,Android (all models),3968,Light Flux,In class (on writing desk),528
3/3/2020 2:13:35,Android (all models),3968,Light Flux,breakfast table,355
3/3/2020 2:13:47,Android (all models),3968,Light Flux,breakfast table,351
3/3/2020 2:14:09,Android (all models),3968,Light Flux,Outdoors by GIX: Cloudy,668
3/3/2020 2:14:27,Android (all models),3968,Light Flux,Outdoors by GIX: Cloudy,671
3/3/2020 2:14:47,Android (all models),3968,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",608
3/3/2020 2:14:59,Android (all models),3968,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",607
3/3/2020 14:06:34,Android (all models),5402,Light Flux,breakfast table,32
3/3/2020 14:06:57,Android (all models),5402,Light Flux,breakfast table,25
3/3/2020 14:07:13,Android (all models),5402,Light Flux,breakfast table,30
3/3/2020 15:22:47,Android (all models),8268,Light Flux,breakfast table,0.1
3/3/2020 15:23:03,Android (all models),8268,Light Flux,breakfast table,0.1
3/3/2020 15:23:22,Android (all models),8268,Light Flux,breakfast table,0.1
3/3/2020 15:23:47,Android (all models),8268,Light Flux,Starbucks at a table,153
3/3/2020 15:24:06,Android (all models),8268,Light Flux,Starbucks at a table,169
3/3/2020 15:24:32,Android (all models),8268,Light Flux,Starbucks at a table,105
3/3/2020 15:25:29,Android (all models),8268,Light Flux,In class (on writing desk),567
3/3/2020 15:25:55,Android (all models),8268,Light Flux,In class (on writing desk),689
3/3/2020 15:26:20,Android (all models),8268,Light Flux,Outdoors by GIX: Cloudy,1621
3/3/2020 15:26:53,Android (all models),8268,Light Flux,Outdoors by GIX: Cloudy,1699
3/3/2020 15:27:11,Android (all models),8268,Light Flux,Outdoors by GIX: Cloudy,1853
3/3/2020 15:27:37,Android (all models),8268,Light Flux,On a bus (while bus is stopped),130
3/3/2020 15:27:49,Android (all models),8268,Light Flux,On a bus (while bus is stopped),137
3/3/2020 15:28:12,Android (all models),8268,Light Flux,On a bus (while bus is stopped),140
3/3/2020 15:28:37,Android (all models),8268,Light Flux,On a bus (Highway speed),128
3/3/2020 15:29:03,Android (all models),8268,Light Flux,On a bus (Highway speed),153
3/3/2020 15:29:25,Android (all models),8268,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",478
3/3/2020 15:29:42,Android (all models),8268,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",489
3/3/2020 15:29:56,Android (all models),8268,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",527
3/3/2020 15:34:54,iPhone (all models),8268,Light Flux,On a bus (Highway speed),149
3/3/2020 15:35:28,Android (all models),8268,Light Flux,In class (on writing desk),603
3/3/2020 15:47:00,Android (all models),5402,Light Flux,In class (on writing desk),42
3/3/2020 15:47:16,Android (all models),5402,Light Flux,In class (on writing desk),44
3/3/2020 15:47:53,Android (all models),5402,Light Flux,In class (on writing desk),42
3/3/2020 15:53:14,Android (all models),9160,Light Flux,breakfast table,48
3/3/2020 15:54:03,Android (all models),9160,Light Flux,breakfast table,27
3/3/2020 16:00:06,Android (all models),9160,Light Flux,breakfast table,52
3/3/2020 16:02:14,Android (all models),9160,Light Flux,Starbucks at a table,37
3/3/2020 16:03:27,Android (all models),9160,Light Flux,Starbucks at a table,21
3/3/2020 16:04:15,Android (all models),9160,Light Flux,Starbucks at a table,8
3/3/2020 16:05:59,Android (all models),5402,Light Flux,Outdoors by GIX: Cloudy,299
3/3/2020 16:06:14,Android (all models),5402,Light Flux,Outdoors by GIX: Cloudy,281
3/3/2020 16:06:26,Android (all models),5402,Light Flux,Outdoors by GIX: Cloudy,291
3/3/2020 16:07:43,Android (all models),9160,Light Flux,Starbucks at a table,49
3/3/2020 16:08:12,Android (all models),9160,Light Flux,Starbucks at a table,13
3/3/2020 16:09:42,Android (all models),9160,Light Flux,Starbucks at a table,16
3/3/2020 16:12:40,Android (all models),9160,Light Flux,Outdoors by GIX: Cloudy,350
3/3/2020 16:13:53,Android (all models),9160,Light Flux,Outdoors by GIX: Cloudy,680
3/3/2020 16:14:29,Android (all models),9160,Light Flux,Outdoors by GIX: Cloudy,749
3/3/2020 16:21:34,Android (all models),6046,Light Flux,In class (on writing desk),823
3/3/2020 16:23:45,Android (all models),6046,Light Flux,In class (on writing desk),813
3/3/2020 16:24:37,Android (all models),6046,Light Flux,your bed at night,5
3/3/2020 16:25:22,Android (all models),6046,Light Flux,your bed at night,5
3/3/2020 16:25:56,Android (all models),6046,Light Flux,breakfast table,354
3/3/2020 16:26:25,Android (all models),6046,Light Flux,breakfast table,402
3/3/2020 16:26:56,Android (all models),6046,Light Flux,Outdoors by GIX: Cloudy,1986
3/3/2020 16:27:37,Android (all models),6046,Light Flux,Outdoors by GIX: Cloudy,2315
3/3/2020 16:27:56,Android (all models),6046,Light Flux,In the car,25
3/3/2020 16:28:30,Android (all models),6046,Light Flux,In the car,56
3/3/2020 16:29:56,Android (all models),6046,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",235
3/3/2020 16:30:54,Android (all models),6046,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",188
3/3/2020 16:32:36,Android (all models),6046,"Sound pressure level, SPL(dBA)",In class (on writing desk),48.1
3/3/2020 16:33:01,Android (all models),6046,"Sound pressure level, SPL(dBA)",In class (on writing desk),46.8
3/3/2020 16:33:24,Android (all models),6046,Light Flux,Outdoors by GIX: Sunny,40.1
3/3/2020 16:33:56,Android (all models),6046,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Sunny,39.3
3/3/2020 16:34:22,Android (all models),6046,Light Flux,GIX Woodshop: No machines (SPL only),33.7
3/3/2020 16:34:47,Android (all models),6046,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),35.6
3/3/2020 16:35:16,Android (all models),6046,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",76.1
3/3/2020 16:35:41,Android (all models),6046,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",70.7
3/3/2020 16:36:14,Android (all models),6046,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",73.3
3/3/2020 16:36:39,Android (all models),6046,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",72.9
3/3/2020 16:37:05,Android (all models),6046,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),60.1
3/3/2020 16:37:43,Android (all models),6046,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),59.5
3/3/2020 16:38:19,Android (all models),6046,Light Flux,breakfast table,42.1
3/3/2020 16:38:37,Android (all models),6046,"Sound pressure level, SPL(dBA)",breakfast table,42.9
3/3/2020 16:39:05,Android (all models),6046,"Sound pressure level, SPL(dBA)",In the car,42.7
3/3/2020 16:39:26,Android (all models),6046,"Sound pressure level, SPL(dBA)",In the car,42.6
3/3/2020 16:39:49,Android (all models),6046,"Sound pressure level, SPL(dBA)",your bed at night,33.5
3/3/2020 16:40:15,Android (all models),6046,"Sound pressure level, SPL(dBA)",your bed at night,33.8
3/3/2020 16:40:39,Android (all models),6046,"Sound pressure level, SPL(dBA)",breakfast table,28.4
3/3/2020 16:41:00,Android (all models),6046,"Sound pressure level, SPL(dBA)",breakfast table,26.7
3/3/2020 16:41:58,Android (all models),6046,"Sound pressure level, SPL(dBA)",Starbucks at a table,60.2
3/3/2020 16:42:31,Android (all models),6046,"Sound pressure level, SPL(dBA)",Starbucks at a table,57.6
3/3/2020 16:46:02,Android (all models),6046,Light Flux,Starbucks at a table,64
3/3/2020 16:46:14,Android (all models),6046,Light Flux,Starbucks at a table,25
3/3/2020 16:46:29,Android (all models),6046,Light Flux,Starbucks at a table,61
3/3/2020 16:49:17,iPhone (all models),2446,Light Flux,your bed at night,1
3/3/2020 16:49:32,iPhone (all models),2446,Light Flux,In class (on writing desk),236
3/3/2020 16:51:53,iPhone (all models),2446,Light Flux,breakfast table,87
3/3/2020 16:52:17,iPhone (all models),2446,Light Flux,Starbucks at a table,64
3/3/2020 16:52:47,iPhone (all models),2446,Light Flux,Outdoors by GIX: Cloudy,58
3/3/2020 16:53:15,iPhone (all models),2446,Light Flux,In the car,40
3/3/2020 16:53:29,iPhone (all models),2446,Light Flux,On a bus (while bus is stopped),34
3/3/2020 16:54:45,iPhone (all models),2446,Light Flux,GIX Woodshop: No machines (SPL only),413
3/3/2020 18:37:34,Android (all models),9160,Light Flux,In the car,15
3/3/2020 18:37:53,Android (all models),9160,Light Flux,In the car,32
3/3/2020 18:38:19,Android (all models),9160,Light Flux,In the car,28
3/3/2020 23:32:22,Android (all models),8500,Light Flux,your bed at night,3
3/3/2020 23:32:33,Android (all models),8500,Light Flux,breakfast table,453
3/3/2020 23:32:46,Android (all models),8500,Light Flux,In class (on writing desk),192
3/3/2020 23:33:03,Android (all models),8500,Light Flux,In the car,15
3/3/2020 23:33:25,Android (all models),8500,Light Flux,Outdoors by GIX: Sunny,857
3/3/2020 23:33:38,Android (all models),8500,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",416
3/3/2020 23:33:56,Android (all models),8500,Light Flux,your bed at night,1
3/3/2020 23:34:09,Android (all models),8500,Light Flux,breakfast table,180
3/3/2020 23:34:28,Android (all models),8500,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",275
3/3/2020 23:34:39,Android (all models),8500,Light Flux,In the car,5
3/3/2020 23:34:54,Android (all models),8500,Light Flux,Outdoors by GIX: Sunny,704
3/3/2020 23:35:05,Android (all models),8500,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",374
3/4/2020 15:01:44,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",In class (on writing desk),50
3/4/2020 15:01:57,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",In class (on writing desk),49
3/4/2020 15:02:12,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,49
3/4/2020 15:02:29,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,50
3/4/2020 15:02:49,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),42
3/4/2020 15:03:03,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",GIX Woodshop: No machines (SPL only),45
3/4/2020 15:03:18,iPhone (all models),0520,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",89
3/4/2020 15:03:29,iPhone (all models),0520,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",88
3/4/2020 15:04:27,iPhone (all models),0520,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",85
3/4/2020 15:04:38,iPhone (all models),0520,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",87
3/4/2020 15:04:52,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),73
3/4/2020 15:05:04,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),73
3/4/2020 15:05:21,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",breakfast table,42
3/4/2020 15:05:28,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",breakfast table,45
3/4/2020 15:05:44,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",In the car,34
3/4/2020 15:05:55,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",In the car,30
3/4/2020 15:06:13,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",your bed at night,33
3/4/2020 15:06:22,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",your bed at night,30
3/4/2020 15:06:32,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",your bed at night,32
3/4/2020 15:07:08,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",Starbucks at a table,77
3/4/2020 15:07:19,iPhone (all models),0520,"Sound pressure level, SPL(dBA)",Starbucks at a table,79
3/4/2020 15:07:37,iPhone (all models),0520,Light Flux,In class (on writing desk),220
3/4/2020 15:07:51,iPhone (all models),0520,Light Flux,In class (on writing desk),218
3/4/2020 15:08:07,iPhone (all models),0520,Light Flux,Outdoors by GIX: Cloudy,500
3/4/2020 15:08:16,iPhone (all models),0520,Light Flux,Outdoors by GIX: Cloudy,493
3/4/2020 15:08:35,iPhone (all models),0520,Light Flux,Starbucks at a table,68
3/4/2020 15:08:46,iPhone (all models),0520,Light Flux,Starbucks at a table,65
3/4/2020 15:09:03,iPhone (all models),0520,Light Flux,your bed at night,10
3/4/2020 15:09:12,iPhone (all models),0520,Light Flux,your bed at night,12
3/4/2020 15:09:26,iPhone (all models),0520,Light Flux,your bed at night,9
3/4/2020 15:09:47,iPhone (all models),0520,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",230
3/4/2020 15:09:55,iPhone (all models),0520,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",232
3/4/2020 15:10:09,iPhone (all models),0520,Light Flux,In the car,22
3/4/2020 15:10:19,iPhone (all models),0520,Light Flux,In the car,21
3/4/2020 15:10:32,iPhone (all models),0520,Light Flux,breakfast table,24
3/4/2020 15:10:40,iPhone (all models),0520,Light Flux,breakfast table,26
3/5/2020 17:45:14,iPhone (all models),6328,Light Flux,In class (on writing desk),229
3/5/2020 17:45:34,iPhone (all models),6328,Light Flux,Outdoors by GIX: Sunny,28354
3/5/2020 17:45:52,iPhone (all models),6328,Light Flux,Outdoors by GIX: Sunny,29043
3/5/2020 17:46:06,iPhone (all models),6328,Light Flux,Outdoors by GIX: Sunny,42787
3/5/2020 17:46:25,iPhone (all models),6328,Light Flux,In the car,1688
3/5/2020 17:46:43,iPhone (all models),6328,Light Flux,In the car,1155
3/5/2020 23:57:37,Android (all models),9160,Light Flux,In class (on writing desk),570
3/5/2020 23:58:03,Android (all models),9160,Light Flux,In class (on writing desk),639
3/5/2020 23:59:54,Android (all models),9160,Light Flux,In class (on writing desk),684
3/6/2020 0:07:05,Android (all models),9160,Light Flux,Outdoors by GIX: Sunny,23732
3/6/2020 0:07:37,Android (all models),9160,Light Flux,Outdoors by GIX: Sunny,217324
3/6/2020 0:07:58,Android (all models),9160,Light Flux,Outdoors by GIX: Sunny,12993
3/6/2020 0:26:04,Android (all models),9160,Light Flux,your bed at night,1
3/6/2020 0:26:20,Android (all models),9160,Light Flux,your bed at night,6
3/6/2020 0:26:48,Android (all models),9160,Light Flux,your bed at night,4
3/6/2020 14:23:36,Android (all models),6810,Light Flux,Starbucks at a table,1056
3/6/2020 14:23:54,Android (all models),6810,Light Flux,Starbucks at a table,654
3/6/2020 14:24:12,Android (all models),6810,Light Flux,Starbucks at a table,612
3/6/2020 14:25:48,Android (all models),6810,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",575
3/6/2020 14:26:12,Android (all models),6810,Light Flux,"GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",239
3/6/2020 14:26:41,Android (all models),6810,Light Flux,GIX Woodshop: Drill (SPL Only from omerating position),382
3/6/2020 14:27:08,Android (all models),6810,"Sound pressure level, SPL(dBA)","GIX Woodshop: Dust Collector  (SPL Only, measure from table saw operating pos.)",75
3/6/2020 14:27:26,Android (all models),6810,"Sound pressure level, SPL(dBA)",GIX Woodshop: Drill (SPL Only from omerating position),73
3/6/2020 14:27:46,Android (all models),6810,"Sound pressure level, SPL(dBA)","GIX Woodshop: Table Saw cutting (lux on table top, SPL from operating position)",73
3/6/2020 14:28:19,Android (all models),6810,Light Flux,Outdoors by GIX: Sunny,21661
3/6/2020 14:28:48,Android (all models),6810,Light Flux,Outdoors by GIX: Cloudy,3172
3/6/2020 14:29:09,Android (all models),6810,Light Flux,In class (on writing desk),286
3/6/2020 14:29:38,Android (all models),6810,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Sunny,72
3/6/2020 14:29:53,Android (all models),6810,"Sound pressure level, SPL(dBA)",Outdoors by GIX: Cloudy,70
3/6/2020 14:30:15,Android (all models),6810,"Sound pressure level, SPL(dBA)",In class (on writing desk),67
3/6/2020 14:30:44,Android (all models),6810,Light Flux,your bed at night,16
3/6/2020 14:31:12,Android (all models),6810,Light Flux,In the car,138
3/6/2020 14:31:32,Android (all models),6810,"Sound pressure level, SPL(dBA)",your bed at night,35
3/6/2020 14:31:56,Android (all models),6810,"Sound pressure level, SPL(dBA)",In the car,72